Description,Test_ID,anger,boredom,enthusiasm,fun,happiness,hate,love,neutral,relief,sadness,surprise,worry
i still feel excited by my chest,10473,0,0,1,0,0,0,0,0,0,0,0,0
i feel so excited about this come to homecoming wearing a dress from dressv and of course i will look so pretty hihi am i too much saying that i look pretty,10517,0,0,1,0,0,0,0,0,0,0,0,0
i remember being at the ultrasound in my first pregnancy and feeling so excited to see the baby in that screen for the first time,10518,0,0,1,0,0,0,0,0,0,0,0,0
i am enthusiastic i feel like doing things in a positive state of mind and i find that this helps me,10597,0,0,1,0,0,0,0,0,0,0,0,0
i kwang s tongue explore his tight hole y yes i promise kwangie that s the truth hellip he buried his head against his hands hiding his face feeling ki kwang s eager tongue violate him,10607,0,0,1,0,0,0,0,0,0,0,0,0
i want them to feel eager to attend a amp m i want them to feel like they belong,10664,0,0,1,0,0,0,0,0,0,0,0,0
i feel extremely excited some days i feel extremely bummed and some days i feel extremely nervous and anxious,10667,0,0,1,0,0,0,0,0,0,0,0,0
i am so excited for this new chapter of my life and i feel the thrill of eager anticipation as i wait for the future to flow my way,10781,0,0,1,0,0,0,0,0,0,0,0,0
i am excited about some aspects of commencing phase of my transition but i do feel a little bit apprehensive but only because i am stepping into new and unwarranted territory,10786,0,0,1,0,0,0,0,0,0,0,0,0
i don t feel the need to sell the film i only feel eager to share it,10845,0,0,1,0,0,0,0,0,0,0,0,0
i believe it is only necessary to work your own will and those who are not capable of keeping up will fall back and those who feel eager to step up and run at your level will do likewise,11315,0,0,1,0,0,0,0,0,0,0,0,0
im beyond excited and i feel so privileged,11339,0,0,1,0,0,0,0,0,0,0,0,0
i am feeling much better and am so excited to come back to school tomorrow,11358,0,0,1,0,0,0,0,0,0,0,0,0
i am not sure if i should feel excited the fact that i can meet new people and learn new skills or scared of the fact that i am clueless and little which is the same feeling when i first entered high school,11575,0,0,1,0,0,0,0,0,0,0,0,0
i can actually feel my lats has me completely excited,11600,0,0,1,0,0,0,0,0,0,0,0,0
im currently feeling veeery excited right now as im going to portugal tomorrow,11832,0,0,1,0,0,0,0,0,0,0,0,0
im not really sure what the book is going for am i supposed to feel scared amused grossed out suspenseful excited,12033,0,0,1,0,0,0,0,0,0,0,0,0
i remember feeling stronger and faster week after week of training and by the time we reached the weekend for our tune up run i was curious excited and only slightly nervous,12217,0,0,1,0,0,0,0,0,0,0,0,0
im super excited about but without an apartment and nursery to get ready i feel a little useless,12283,0,0,1,0,0,0,0,0,0,0,0,0
i feel really positive and excited about all my r choices so i would without a doubt accept an offer,12307,0,0,1,0,0,0,0,0,0,0,0,0
i just want to go out there and uplift some people and let people walk away feeling like they saw something and are excited,12451,0,0,1,0,0,0,0,0,0,0,0,0
i see myself making a beautiful and artistic home from earthen materials feeling excited inspired happy joyful and to be working creatively with other people,12533,0,0,1,0,0,0,0,0,0,0,0,0
i feel unthreatened by popup dominator s lightbox presentation i was eager to read what it said and was more interested in subscribing than if i were to glace at a sidebar image a tactic most blogs employ for product promotion,12581,0,0,1,0,0,0,0,0,0,0,0,0
ive been soo excited for him to feel and it was amazing,12683,0,0,1,0,0,0,0,0,0,0,0,0
i feel kind of shamed that i could be spooked bad enough to actually run from something but at the same time am a little excited that i did have such a significant and extraordinary experience that i feel like my adventures are really paying off,12694,0,0,1,0,0,0,0,0,0,0,0,0
im feeling excited to meet will happy to have a doula for delivery wishing we had able to do a home birth instead maybe next time,12754,0,0,1,0,0,0,0,0,0,0,0,0
im feeling eager,12772,0,0,1,0,0,0,0,0,0,0,0,0
i didnt feel particularly bothered about it even a week ago but now i am officially excited,12786,0,0,1,0,0,0,0,0,0,0,0,0
i didnt feel that i really liked him or was happy or excited to be with him just felt kind of flat,12976,0,0,1,0,0,0,0,0,0,0,0,0
i feel eager to write this book which is a great feeling,13012,0,0,1,0,0,0,0,0,0,0,0,0
i feel very excited after my graduated what kind of lifestyle well have at the same time cafe are going to open but not that soon and we have to think about before a coffee shop what job we have to work as well to me i already fixed and i think youll be soon too,13448,0,0,1,0,0,0,0,0,0,0,0,0
i know it s too early to be feeling eager for the end of school but that s where i am,13563,0,0,1,0,0,0,0,0,0,0,0,0
i lost about pounds already and i feel so much stronger and eager to work out,13979,0,0,1,0,0,0,0,0,0,0,0,0
i really be feeling so eager to put a noose around my neck the second i get to work every day,14001,0,0,1,0,0,0,0,0,0,0,0,0
i am feeling excited about getting into writing again once my health has returned,14085,0,0,1,0,0,0,0,0,0,0,0,0
im usually so excited wrapping pressies nbuying hampers putting up christmas decorations filling stockings and blaring neil diamond but this year just doesnt feel as festive maybe its the uncharacteristic weather,14118,0,0,1,0,0,0,0,0,0,0,0,0
i feel differently because i don t know if i can be that excited when i m tired,14149,0,0,1,0,0,0,0,0,0,0,0,0
i didnt feel eager to leave the south anymore,14179,0,0,1,0,0,0,0,0,0,0,0,0
i didnt hold back feeling excited or happy or thankful or alive because the morning didnt matter,14266,0,0,1,0,0,0,0,0,0,0,0,0
i was feeling excited proud even for finishing what i started,14310,0,0,1,0,0,0,0,0,0,0,0,0
i am feeling so happy and excited about being on holiday mood but this time it is kind of spoiled by the fact that i will be transferring to the new campus when the next semester starts,14492,0,0,1,0,0,0,0,0,0,0,0,0
i always feel passionate about what i want to say and seeing as my imagination supports background music to truly create the ultimate scene i start getting excited about changing peoples lives and inevitably this resulted in high expectations and a very disappointing actual outcome,14773,0,0,1,0,0,0,0,0,0,0,0,0
i could delve into this over nine paragraphs that reach no conclusion or resort to the expressive probably misunderstood solution of stating that in the current mood i feel theres not a soul around me with whom i can get excited and touched swooning gasping yearning,14966,0,0,1,0,0,0,0,0,0,0,0,0
i am excited to draw paint collage and get my hands dirty but for whatever reason i am feeling a bit overwhelmed,15079,0,0,1,0,0,0,0,0,0,0,0,0
i have realized that people are what make me feel inspired energized excited and happy,15152,0,0,1,0,0,0,0,0,0,0,0,0
im feeling quite excited to build her up as i said using what i have in stock,15361,0,0,1,0,0,0,0,0,0,0,0,0
i want them to feel like i m eager to learn yet confident in the knowledge that i ve attained through my previous experiences,15436,0,0,1,0,0,0,0,0,0,0,0,0
i was a bit younger id feel very curious and excited wondering what sorts of presents my father and stepmother or mother had waiting for me on my birthday,15504,0,0,1,0,0,0,0,0,0,0,0,0
i think given the fact that my own mother had the very same type of cancer just four years back makes me feel particularly eager to help out as much as i can,15535,0,0,1,0,0,0,0,0,0,0,0,0
i feel excited also because they bring good song hap,15668,0,0,1,0,0,0,0,0,0,0,0,0
i remember feeling so eager to get out in the world and kick all the butt within kicking distance and then some,15893,0,0,1,0,0,0,0,0,0,0,0,0
i feel restless anxious excited hopeful contemplative and a few other things,15950,0,0,1,0,0,0,0,0,0,0,0,0
i am always excited to read about what my friends strangers are up to in their training i havent even been able to read a running blog in weeks because its just been too hard and im feeling a little resentful that im not out there in full training,15973,0,0,1,0,0,0,0,0,0,0,0,0
i feel nostalgic reminiscent homesick and excited too,15989,0,0,1,0,0,0,0,0,0,0,0,0
i feel eager to start my day and my productivity is good,16034,0,0,1,0,0,0,0,0,0,0,0,0
i understand if people are feeling eager but don t you think it would have been a little bit early for everyone to see it,16048,0,0,1,0,0,0,0,0,0,0,0,0
i was up just after this morning and instead of feeling exhausted as i did yesterday im excited to head out to the library this morning,16057,0,0,1,0,0,0,0,0,0,0,0,0
i had a trainer i dont think i ever weighed as little as i do now so im feeling pretty excited,16071,0,0,1,0,0,0,0,0,0,0,0,0
i wouldnt feel any glimmer of hope if it wasnt for him spelling that word out to me and being so eager to see him soon,16162,0,0,1,0,0,0,0,0,0,0,0,0
i am feeling such peace and truly excited for the event to take place,16211,0,0,1,0,0,0,0,0,0,0,0,0
i am going to visit my high school tomorrow with an old friend which i am excited for but i dont know if will completely fix how i feel i feel so ungrateful sometimes,16348,0,0,1,0,0,0,0,0,0,0,0,0
i feel so happy and hopeful and excited,16475,0,0,1,0,0,0,0,0,0,0,0,0
i feel as excited or more excited about this period amp from the writing to the recording to the playing to the anticipation of going on tour amp as i ve ever felt about anything that we ve done from the beginning rhcp frontman anthony kiedis told mtv news,16504,0,0,1,0,0,0,0,0,0,0,0,0
i feel so shocked happy excited when i look into my blogger,16537,0,0,1,0,0,0,0,0,0,0,0,0
i was almost feeling eager to write it to get started and put pen to paper or fingers to keys and crank it out,16644,0,0,1,0,0,0,0,0,0,0,0,0
i hate feeling like a lame un fun unenthusiastic person to be around and i have this vague sense of wanting to compensate for that by making everyone elses christmas morning spectacular,16958,0,0,1,0,0,0,0,0,0,0,0,0
i begin to feel joyful excited inspired loving compassionate,17183,0,0,1,0,0,0,0,0,0,0,0,0
i came away feeling excited,17196,0,0,1,0,0,0,0,0,0,0,0,0
i feel valued i go balls to the wall and i dont see any reason to inhibit myself if im a positive whirling force of eager energy and hope and spirited volition,17283,0,0,1,0,0,0,0,0,0,0,0,0
i feel energized delighted and excited,17389,0,0,1,0,0,0,0,0,0,0,0,0
i feel like a child eager to do something,17390,0,0,1,0,0,0,0,0,0,0,0,0
i am at the missouri fine arts academy again as a ra and am feeling very excited but unsure of what is in store,17402,0,0,1,0,0,0,0,0,0,0,0,0
i feel she doesn t love me because she doesn t call hardly sends text messages she is not always eager to see me,17461,0,0,1,0,0,0,0,0,0,0,0,0
i feel groggy anxious excited and impatient with just a touch of dread knowing that once i start writing again i have signed on for the year,17563,0,0,1,0,0,0,0,0,0,0,0,0
i feel incredibly blessed happy optimistic hopeful calm and excited about the road ahead,17705,0,0,1,0,0,0,0,0,0,0,0,0
i know i was giggling a few times last night and feeling so bouncy and excited,17756,0,0,1,0,0,0,0,0,0,0,0,0
im starting to feel a little or maybe a lot impatient and mostly just really excited to meet jackson,17818,0,0,1,0,0,0,0,0,0,0,0,0
i read one of your articles i feel recharged and eager to re,18153,0,0,1,0,0,0,0,0,0,0,0,0
i wasn t sure how to feel when i got ecstatic and excited i felt guilty for having fun when the band was visibly upset,18206,0,0,1,0,0,0,0,0,0,0,0,0
i feel eager for the day when god shall wipe away every tear,18223,0,0,1,0,0,0,0,0,0,0,0,0
i feel very excited too,18272,0,0,1,0,0,0,0,0,0,0,0,0
im already feeling playful and excited,18694,0,0,1,0,0,0,0,0,0,0,0,0
i feel that i want you eager a permanent delivery,18710,0,0,1,0,0,0,0,0,0,0,0,0
i actually feel i don t want to seem too eager,18729,0,0,1,0,0,0,0,0,0,0,0,0
i kinda get real attached and excited when i feel that way and i never handle things as well as others would,18996,0,0,1,0,0,0,0,0,0,0,0,0
i reckon if i wasnt feeling so eager that probably wouldnt have been a problem,19328,0,0,1,0,0,0,0,0,0,0,0,0
im feeling pretty eager and im confident about what the new year is bringing in,19356,0,0,1,0,0,0,0,0,0,0,0,0
im feeling so freaking excited,19387,0,0,1,0,0,0,0,0,0,0,0,0
i feel really excited knowing that it may have met needs of others for inspiration,19797,0,0,1,0,0,0,0,0,0,0,0,0
